Age,Workclass,Fnlwgt,Education,Education_Num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_Per_Week,Native_Country,Result
38,rivate,91039, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,15024,0,60,nited-States, >50K
40,rivate,347934, HS-grad,9, Never-married,ther-service, Not-in-family, White, Female,0,0,35,nited-States, <=50K
46,ederal-gov,371373, HS-grad,9, Divorced,dm-clerical, Not-in-family, White, Male,0,0,40,nited-States, <=50K
35,rivate,32220, Assoc-acdm,12, Never-married,xec-managerial, Not-in-family, White, Female,0,0,60,nited-States, <=50K
34,rivate,187251, HS-grad,9, Divorced,rof-specialty, Unmarried, White, Female,0,0,25,nited-States, <=50K
33,rivate,178107, Bachelors,13, Never-married,raft-repair, Own-child, White, Male,0,0,20,nited-States, <=50K
41,rivate,343121, HS-grad,9, Divorced,dm-clerical, Unmarried, White, Female,0,0,36,nited-States, <=50K
20,rivate,262749, Some-college,10, Never-married,achine-op-inspct, Own-child, White, Male,0,0,40,nited-States, <=50K
23,rivate,403107, 5th-6th,3, Never-married,ther-service, Own-child, White, Male,0,0,40,l-Salvador, <=50K
26,rivate,64293, Some-college,10, Never-married,rof-specialty, Not-in-family, White, Female,0,0,35,nited-States, <=50K
72,,303588, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,20,nited-States, <=50K
23,ocal-gov,324960, HS-grad,9, Never-married,arming-fishing, Not-in-family, White, Male,0,0,40,oland, <=50K
62,ocal-gov,114060, HS-grad,9, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, <=50K
52,rivate,48925, Some-college,10, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,40,nited-States, <=50K
58,rivate,180980, Some-college,10, Divorced,ther-service, Unmarried, White, Female,0,0,42,rance, <=50K
25,rivate,181054, Bachelors,13, Never-married,ales, Not-in-family, White, Female,0,0,40,nited-States, <=50K
24,rivate,388093, Bachelors,13, Never-married,xec-managerial, Not-in-family, Black, Male,0,0,40,nited-States, <=50K
19,rivate,249609, Some-college,10, Never-married,rotective-serv, Own-child, White, Male,0,0,8,nited-States, <=50K
43,rivate,112131, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, <=50K
47,ocal-gov,543162, HS-grad,9, Separated,dm-clerical, Unmarried, Black, Female,0,0,40,nited-States, <=50K
39,rivate,91996, HS-grad,9, Divorced,ther-service, Unmarried, White, Female,0,0,40,nited-States, <=50K
49,rivate,141944, Assoc-voc,11, Married-spouse-absent,andlers-cleaners, Unmarried, White, Male,0,1380,42,nited-States, <=50K
53,,251804, 5th-6th,3, Widowed,, Unmarried, Black, Female,0,0,30,nited-States, <=50K
32,rivate,37070, Assoc-voc,11, Never-married,raft-repair, Not-in-family, White, Male,0,0,45,nited-States, <=50K
34,rivate,337587, Some-college,10, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, >50K
28,rivate,189346, HS-grad,9, Divorced,raft-repair, Not-in-family, White, Male,0,0,45,nited-States, <=50K
57,,222216, Assoc-voc,11, Widowed,, Unmarried, White, Female,0,0,38,nited-States, <=50K
25,rivate,267044, Some-college,10, Never-married,dm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20,nited-States, <=50K
20,,214635, Some-college,10, Never-married,, Own-child, White, Male,0,0,24,nited-States, <=50K
21,,204226, Some-college,10, Never-married,, Unmarried, White, Female,0,0,35,nited-States, <=50K
34,rivate,108116, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, >50K
38,elf-emp-inc,99146, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,15024,0,80,nited-States, >50K
50,rivate,196232, HS-grad,9, Married-civ-spouse,xec-managerial, Husband, White, Male,7688,0,50,nited-States, >50K
24,ocal-gov,248344, Some-college,10, Divorced,andlers-cleaners, Not-in-family, Black, Male,0,0,50,nited-States, <=50K
37,ocal-gov,186035, Some-college,10, Married-civ-spouse,ech-support, Husband, White, Male,0,0,45,nited-States, >50K
44,rivate,177905, Some-college,10, Divorced,achine-op-inspct, Unmarried, White, Male,0,0,58,nited-States, >50K
28,rivate,85812, Some-college,10, Married-civ-spouse,ales, Wife, White, Female,0,0,40,nited-States, <=50K
42,rivate,221172, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
74,rivate,99183, Some-college,10, Divorced,dm-clerical, Not-in-family, White, Female,0,0,9,nited-States, <=50K
38,elf-emp-not-inc,190387, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,50,nited-States, <=50K
44,elf-emp-not-inc,202692, Masters,14, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
44,rivate,109339, 11th,7, Divorced,achine-op-inspct, Unmarried, Other, Female,0,0,46,uerto-Rico, <=50K
26,rivate,108658, HS-grad,9, Never-married,achine-op-inspct, Not-in-family, White, Male,0,0,40,nited-States, <=50K
36,rivate,197202, HS-grad,9, Married-civ-spouse,ther-service, Husband, Black, Male,0,0,40,nited-States, <=50K
41,rivate,101739, Assoc-acdm,12, Married-civ-spouse,xec-managerial, Wife, White, Female,0,0,50,nited-States, >50K
67,rivate,231559, Prof-school,15, Married-civ-spouse,rof-specialty, Husband, White, Male,20051,0,48,nited-States, >50K
39,ocal-gov,207853, 12th,8, Married-civ-spouse,ech-support, Husband, White, Male,0,0,50,nited-States, <=50K
57,rivate,190942, 1st-4th,2, Widowed,riv-house-serv, Not-in-family, Black, Female,0,0,30,nited-States, <=50K
29,rivate,102345, Assoc-voc,11, Separated,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
31,elf-emp-inc,41493, Bachelors,13, Never-married,arming-fishing, Not-in-family, White, Female,0,0,45,nited-States, <=50K
34,,190027, HS-grad,9, Never-married,, Unmarried, Black, Female,0,0,40,nited-States, <=50K
44,rivate,210525, Some-college,10, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, <=50K
29,rivate,133937, Doctorate,16, Never-married,rof-specialty, Own-child, White, Male,0,0,40,nited-States, <=50K
30,rivate,237903, Some-college,10, Never-married,andlers-cleaners, Unmarried, White, Female,0,0,40,nited-States, <=50K
27,rivate,163862, HS-grad,9, Never-married,ransport-moving, Not-in-family, White, Male,0,0,40,nited-States, <=50K
27,rivate,201872, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,50,nited-States, <=50K
32,rivate,84179, HS-grad,9, Never-married,andlers-cleaners, Not-in-family, White, Female,0,0,45,nited-States, <=50K
58,rivate,51662, 10th,6, Married-civ-spouse,ther-service, Wife, White, Female,0,0,8,nited-States, <=50K
35,ocal-gov,233327, Some-college,10, Married-civ-spouse,rotective-serv, Husband, White, Male,0,0,40,nited-States, <=50K
21,rivate,259510, HS-grad,9, Never-married,andlers-cleaners, Own-child, White, Male,0,0,36,nited-States, <=50K
28,rivate,184831, Some-college,10, Never-married,raft-repair, Unmarried, White, Male,0,0,40,nited-States, <=50K
46,elf-emp-not-inc,245724, Some-college,10, Divorced,xec-managerial, Not-in-family, White, Male,0,0,50,nited-States, <=50K
36,elf-emp-not-inc,27053, HS-grad,9, Separated,ther-service, Unmarried, White, Female,0,0,40,nited-States, <=50K
72,rivate,205343, 11th,7, Widowed,dm-clerical, Unmarried, White, Female,0,0,40,nited-States, <=50K
35,rivate,229328, HS-grad,9, Married-civ-spouse,achine-op-inspct, Wife, Black, Female,0,0,40,nited-States, <=50K
33,ederal-gov,319560, Assoc-voc,11, Divorced,raft-repair, Unmarried, Black, Female,0,0,40,nited-States, >50K
69,rivate,136218, 11th,7, Never-married,achine-op-inspct, Not-in-family, White, Female,0,0,40,nited-States, <=50K
35,rivate,54576, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
31,rivate,323069, HS-grad,9, Separated,dm-clerical, Unmarried, White, Female,0,0,20,, <=50K
34,rivate,148291, HS-grad,9, Married-civ-spouse,ech-support, Wife, White, Female,0,0,32,nited-States, <=50K
30,rivate,152453, 11th,7, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,exico, <=50K
28,rivate,114053, Bachelors,13, Never-married,ransport-moving, Not-in-family, White, Male,0,0,55,nited-States, <=50K
54,rivate,212960, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,0,35,nited-States, >50K
47,rivate,264052, Some-college,10, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, >50K
24,rivate,82804, HS-grad,9, Never-married,andlers-cleaners, Unmarried, Black, Female,0,0,40,nited-States, <=50K
52,elf-emp-not-inc,334273, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,60,nited-States, >50K
20,rivate,27337, HS-grad,9, Never-married,andlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48,nited-States, <=50K
43,elf-emp-inc,188436, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,5013,0,45,nited-States, <=50K
45,rivate,433665, 7th-8th,4, Separated,ther-service, Unmarried, White, Female,0,0,40,exico, <=50K
29,elf-emp-not-inc,110663, HS-grad,9, Separated,raft-repair, Not-in-family, White, Male,0,0,35,nited-States, <=50K
47,rivate,87490, Masters,14, Divorced,xec-managerial, Unmarried, White, Male,0,0,42,nited-States, <=50K
24,rivate,354351, HS-grad,9, Never-married,raft-repair, Own-child, White, Male,0,0,40,nited-States, <=50K
51,rivate,95469, HS-grad,9, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
17,rivate,242718, 11th,7, Never-married,ales, Own-child, White, Male,0,0,12,nited-States, <=50K
37,rivate,22463, Assoc-voc,11, Married-civ-spouse,raft-repair, Husband, White, Male,0,1977,40,nited-States, >50K
27,rivate,158156, Doctorate,16, Never-married,rof-specialty, Not-in-family, White, Female,0,0,70,nited-States, <=50K
29,rivate,350162, Bachelors,13, Married-civ-spouse,xec-managerial, Wife, White, Male,0,0,40,nited-States, >50K
18,,165532, 12th,8, Never-married,, Own-child, White, Male,0,0,25,nited-States, <=50K
36,elf-emp-not-inc,28738, Assoc-acdm,12, Divorced,ales, Unmarried, White, Female,0,0,35,nited-States, <=50K
58,ocal-gov,283635, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
26,elf-emp-not-inc,86646, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,45,nited-States, <=50K
65,,195733, Some-college,10, Married-civ-spouse,, Husband, White, Male,0,0,30,nited-States, >50K
57,rivate,69884, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,40,nited-States, >50K
59,rivate,199713, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
27,rivate,181659, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
31,elf-emp-not-inc,340939, Bachelors,13, Never-married,ech-support, Not-in-family, White, Male,0,0,40,nited-States, <=50K
21,rivate,197747, Some-college,10, Never-married,ales, Own-child, White, Female,0,0,24,nited-States, <=50K
29,rivate,34292, Some-college,10, Never-married,dm-clerical, Not-in-family, White, Male,0,0,60,nited-States, <=50K
18,rivate,156764, 11th,7, Never-married,ther-service, Own-child, White, Male,0,0,40,nited-States, <=50K
52,rivate,25826, 10th,6, Married-civ-spouse,raft-repair, Husband, White, Male,0,1887,47,nited-States, >50K
57,elf-emp-inc,103948, Bachelors,13, Divorced,rof-specialty, Not-in-family, White, Male,0,0,80,nited-States, <=50K
42,,137390, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,40,nited-States, <=50K
55,,105138, HS-grad,9, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female,0,0,40,nited-States, <=50K
60,rivate,39352, 7th-8th,4, Never-married,ransport-moving, Not-in-family, White, Male,0,0,48,nited-States, >50K
31,rivate,168387, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,7688,0,40,anada, >50K
23,rivate,117789, Bachelors,13, Never-married,dm-clerical, Own-child, White, Female,0,0,40,nited-States, <=50K
27,rivate,267147, HS-grad,9, Never-married,ales, Own-child, White, Male,0,0,40,nited-States, <=50K
23,,99399, Some-college,10, Never-married,, Unmarried, Amer-Indian-Eskimo, Female,0,0,25,nited-States, <=50K
42,elf-emp-not-inc,214242, Prof-school,15, Married-civ-spouse,rof-specialty, Husband, White, Male,0,1902,50,nited-States, >50K
25,rivate,200408, Some-college,10, Never-married,ech-support, Not-in-family, White, Male,2174,0,40,nited-States, <=50K
49,rivate,136455, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Female,0,0,45,nited-States, <=50K
32,rivate,239824, Bachelors,13, Never-married,ech-support, Not-in-family, White, Male,0,0,40,nited-States, <=50K
19,rivate,217039, Some-college,10, Never-married,dm-clerical, Own-child, White, Male,0,0,28,nited-States, <=50K
60,rivate,51290, 7th-8th,4, Divorced,ther-service, Not-in-family, White, Female,0,0,40,nited-States, <=50K
42,ocal-gov,175674, 9th,5, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,nited-States, <=50K
35,elf-emp-not-inc,194404, Assoc-acdm,12, Never-married,arming-fishing, Not-in-family, White, Male,0,0,40,nited-States, <=50K
48,rivate,45612, HS-grad,9, Never-married,dm-clerical, Unmarried, Black, Female,0,0,37,nited-States, <=50K
51,rivate,410114, Masters,14, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, >50K
29,rivate,182521, HS-grad,9, Never-married,raft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40,nited-States, <=50K
36,ocal-gov,339772, HS-grad,9, Separated,xec-managerial, Not-in-family, Black, Male,0,0,40,nited-States, <=50K
17,rivate,169658, 10th,6, Never-married,ther-service, Own-child, White, Female,0,0,21,nited-States, <=50K
52,rivate,200853, Masters,14, Divorced,rof-specialty, Not-in-family, White, Female,6849,0,60,nited-States, <=50K
24,rivate,247564, HS-grad,9, Never-married,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
24,rivate,249909, HS-grad,9, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,0,50,nited-States, <=50K
26,ocal-gov,208122, Bachelors,13, Never-married,rof-specialty, Own-child, White, Male,1055,0,40,nited-States, <=50K
27,rivate,109881, Bachelors,13, Never-married,ther-service, Own-child, White, Female,0,0,20,nited-States, <=50K
39,rivate,207824, HS-grad,9, Never-married,andlers-cleaners, Own-child, White, Male,0,0,60,nited-States, <=50K
30,rivate,369027, HS-grad,9, Married-civ-spouse,ransport-moving, Husband, Black, Male,0,0,45,nited-States, <=50K
50,elf-emp-not-inc,114117, HS-grad,9, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,32,nited-States, <=50K
52,elf-emp-inc,51048, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,0,55,nited-States, <=50K
46,rivate,102388, Prof-school,15, Married-civ-spouse,rof-specialty, Husband, White, Male,15024,0,45,nited-States, >50K
23,rivate,190483, Bachelors,13, Never-married,ales, Own-child, White, Female,0,0,20,nited-States, <=50K
45,rivate,462440, 11th,7, Widowed,ther-service, Not-in-family, Black, Female,0,0,20,nited-States, <=50K
65,rivate,109351, 9th,5, Widowed,riv-house-serv, Unmarried, Black, Female,0,0,24,nited-States, <=50K
29,rivate,34383, Assoc-voc,11, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,55,nited-States, <=50K
47,rivate,241832, 9th,5, Married-spouse-absent,andlers-cleaners, Unmarried, White, Male,0,0,40,l-Salvador, <=50K
30,rivate,124187, HS-grad,9, Never-married,arming-fishing, Own-child, Black, Male,0,0,60,nited-States, <=50K
34,rivate,153614, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,45,nited-States, >50K
38,elf-emp-not-inc,267556, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,64,nited-States, <=50K
33,rivate,205469, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
49,rivate,268090, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,0,26,nited-States, >50K
47,elf-emp-not-inc,165039, Some-college,10, Never-married,ther-service, Unmarried, Black, Female,0,0,40,nited-States, <=50K
49,ocal-gov,120451, 10th,6, Separated,ther-service, Unmarried, Black, Female,0,0,40,nited-States, <=50K
43,rivate,154374, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,15024,0,60,nited-States, >50K
30,rivate,103649, Bachelors,13, Married-civ-spouse,dm-clerical, Wife, Black, Female,0,0,40,nited-States, >50K
58,elf-emp-not-inc,35723, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,60,nited-States, <=50K
19,rivate,262601, HS-grad,9, Never-married,ther-service, Own-child, White, Female,0,0,14,nited-States, <=50K
21,rivate,226181, Bachelors,13, Never-married,andlers-cleaners, Not-in-family, White, Male,0,0,40,nited-States, <=50K
33,rivate,175697, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,15024,0,60,nited-States, >50K
47,elf-emp-inc,248145, 5th-6th,3, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,50,uba, <=50K
52,elf-emp-not-inc,289436, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,60,nited-States, >50K
26,rivate,75654, HS-grad,9, Divorced,raft-repair, Not-in-family, White, Male,0,0,55,nited-States, <=50K
60,rivate,199378, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
21,rivate,160968, Some-college,10, Never-married,andlers-cleaners, Own-child, White, Male,0,0,40,nited-States, <=50K
36,rivate,188563, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,5178,0,50,nited-States, >50K
31,rivate,55849, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,45,nited-States, <=50K
50,elf-emp-inc,195322, Doctorate,16, Separated,rof-specialty, Not-in-family, White, Male,0,0,40,nited-States, >50K
31,ocal-gov,402089, HS-grad,9, Divorced,dm-clerical, Unmarried, White, Female,0,0,40,nited-States, <=50K
71,rivate,78277, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,15,nited-States, <=50K
58,,158611, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,50,nited-States, <=50K
30,tate-gov,169496, Bachelors,13, Married-civ-spouse,ech-support, Husband, White, Male,0,0,40,nited-States, >50K
20,rivate,130959, Some-college,10, Never-married,ther-service, Own-child, White, Male,0,0,20,nited-States, <=50K
24,rivate,556660, HS-grad,9, Never-married,xec-managerial, Other-relative, White, Male,4101,0,50,nited-States, <=50K
35,rivate,292472, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40,aiwan, >50K
38,tate-gov,143774, Some-college,10, Separated,xec-managerial, Not-in-family, White, Female,0,0,45,nited-States, <=50K
27,rivate,288341, HS-grad,9, Never-married,achine-op-inspct, Own-child, White, Female,0,0,32,nited-States, <=50K
29,tate-gov,71592, Some-college,10, Never-married,dm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40,hilippines, <=50K
70,,167358, 9th,5, Widowed,, Unmarried, White, Female,1111,0,15,nited-States, <=50K
34,rivate,106742, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,45,nited-States, <=50K
44,rivate,219288, 7th-8th,4, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,35,nited-States, <=50K
43,rivate,174524, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, >50K
44,elf-emp-not-inc,335183, 12th,8, Married-civ-spouse,andlers-cleaners, Husband, Black, Male,0,0,40,nited-States, >50K
35,rivate,261293, Masters,14, Never-married,ales, Not-in-family, White, Male,0,0,60,nited-States, <=50K
27,rivate,111900, Some-college,10, Never-married,rof-specialty, Not-in-family, White, Male,0,0,40,nited-States, <=50K
43,ocal-gov,194360, Masters,14, Never-married,rof-specialty, Not-in-family, White, Male,0,0,38,nited-States, <=50K
20,rivate,81145, Some-college,10, Never-married,ales, Not-in-family, White, Female,0,0,25,nited-States, <=50K
42,rivate,341204, Assoc-acdm,12, Divorced,rof-specialty, Unmarried, White, Female,8614,0,40,nited-States, >50K
27,tate-gov,249362, Some-college,10, Married-civ-spouse,ransport-moving, Husband, White, Male,3411,0,40,nited-States, <=50K
42,rivate,247019, HS-grad,9, Married-civ-spouse,raft-repair, Husband, Black, Male,0,0,40,nited-States, >50K
20,,114746, 11th,7, Married-spouse-absent,, Own-child, Asian-Pac-Islander, Female,0,1762,40,outh, <=50K
24,rivate,172146, 9th,5, Never-married,achine-op-inspct, Not-in-family, White, Male,0,1721,40,nited-States, <=50K
48,ederal-gov,110457, Some-college,10, Divorced,xec-managerial, Not-in-family, White, Male,0,0,40,nited-States, <=50K
17,,80077, 11th,7, Never-married,, Own-child, White, Female,0,0,20,nited-States, <=50K
17,elf-emp-not-inc,368700, 11th,7, Never-married,arming-fishing, Own-child, White, Male,0,0,10,nited-States, <=50K
33,rivate,182556, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
50,elf-emp-inc,219420, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,50,nited-States, >50K
22,rivate,240817, HS-grad,9, Never-married,ales, Own-child, White, Female,2597,0,40,nited-States, <=50K
17,rivate,102726, 12th,8, Never-married,ther-service, Own-child, White, Male,0,0,16,nited-States, <=50K
32,rivate,226267, Some-college,10, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,40,exico, <=50K
31,rivate,125457, HS-grad,9, Never-married,raft-repair, Not-in-family, White, Male,0,0,45,nited-States, <=50K
58,elf-emp-not-inc,204021, HS-grad,9, Widowed,xec-managerial, Not-in-family, White, Male,0,0,50,nited-States, <=50K
29,ocal-gov,92262, HS-grad,9, Never-married,rotective-serv, Own-child, White, Male,0,0,48,nited-States, <=50K
37,rivate,161141, Assoc-voc,11, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,ortugal, >50K
34,elf-emp-not-inc,190290, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, >50K
23,ocal-gov,430828, Some-college,10, Separated,xec-managerial, Unmarried, Black, Male,0,0,40,nited-States, <=50K
18,tate-gov,59342, 11th,7, Never-married,dm-clerical, Own-child, White, Female,0,0,5,nited-States, <=50K
34,rivate,136721, HS-grad,9, Divorced,xec-managerial, Not-in-family, White, Female,0,0,40,nited-States, <=50K
66,,149422, 7th-8th,4, Never-married,, Not-in-family, White, Male,0,0,4,nited-States, <=50K
45,ocal-gov,86644, Bachelors,13, Married-civ-spouse,rof-specialty, Wife, White, Female,0,0,55,nited-States, <=50K
41,rivate,195124, Masters,14, Never-married,xec-managerial, Not-in-family, White, Male,0,0,35,ominican-Republic, <=50K
26,rivate,167350, HS-grad,9, Never-married,ther-service, Other-relative, White, Male,0,0,30,nited-States, <=50K
54,ocal-gov,113000, Some-college,10, Married-civ-spouse,arming-fishing, Husband, White, Male,0,0,40,nited-States, <=50K
24,rivate,140027, Some-college,10, Never-married,achine-op-inspct, Own-child, Black, Female,0,0,45,nited-States, <=50K
42,rivate,262425, Some-college,10, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, <=50K
20,rivate,316702, Some-college,10, Never-married,rof-specialty, Own-child, White, Male,0,0,20,nited-States, <=50K
23,tate-gov,335453, Bachelors,13, Never-married,ech-support, Not-in-family, White, Female,0,0,20,nited-States, <=50K
25,,202480, Assoc-acdm,12, Never-married,, Other-relative, White, Male,0,0,45,nited-States, <=50K
35,rivate,203628, Masters,14, Never-married,rof-specialty, Not-in-family, White, Male,0,0,60,nited-States, >50K
31,rivate,118710, Masters,14, Married-civ-spouse,ech-support, Husband, White, Male,0,1902,40,nited-States, >50K
30,rivate,189620, Bachelors,13, Never-married,rof-specialty, Own-child, White, Female,0,0,40,oland, <=50K
19,rivate,475028, HS-grad,9, Never-married,ales, Own-child, White, Female,0,0,20,nited-States, <=50K
36,ocal-gov,110866, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Male,0,0,50,nited-States, <=50K
31,rivate,243605, Bachelors,13, Widowed,ales, Unmarried, White, Female,0,1380,40,uba, <=50K
21,rivate,163870, Some-college,10, Never-married,andlers-cleaners, Own-child, White, Male,0,0,30,nited-States, <=50K
31,elf-emp-not-inc,80145, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
46,rivate,295566, Doctorate,16, Divorced,rof-specialty, Unmarried, White, Female,25236,0,65,nited-States, >50K
44,rivate,63042, Bachelors,13, Divorced,xec-managerial, Own-child, White, Female,0,0,50,nited-States, >50K
40,rivate,229148, 12th,8, Married-civ-spouse,ther-service, Husband, Black, Male,0,0,40,amaica, <=50K
45,rivate,242552, Some-college,10, Never-married,ales, Not-in-family, Black, Male,0,0,40,nited-States, <=50K
60,rivate,177665, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,35,nited-States, <=50K
18,rivate,208103, 11th,7, Never-married,ther-service, Other-relative, White, Male,0,0,25,nited-States, <=50K
28,rivate,296450, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
36,rivate,70282, Some-college,10, Divorced,dm-clerical, Unmarried, Black, Female,0,0,40,nited-States, <=50K
36,rivate,271767, Bachelors,13, Separated,rof-specialty, Not-in-family, White, Male,0,0,40,, <=50K
40,rivate,144995, Assoc-voc,11, Married-civ-spouse,ech-support, Husband, White, Male,4386,0,40,nited-States, <=50K
36,ocal-gov,382635, Bachelors,13, Divorced,dm-clerical, Unmarried, White, Female,0,0,35,onduras, <=50K
31,rivate,295697, HS-grad,9, Separated,ther-service, Unmarried, Black, Female,0,0,40,nited-States, <=50K
33,rivate,194141, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
19,tate-gov,378418, HS-grad,9, Never-married,ech-support, Own-child, White, Female,0,0,40,nited-States, <=50K
22,rivate,214399, Some-college,10, Never-married,ales, Own-child, White, Female,0,0,15,nited-States, <=50K
34,rivate,217460, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,45,nited-States, >50K
33,rivate,182556, HS-grad,9, Never-married,ther-service, Not-in-family, White, Male,0,0,40,nited-States, <=50K
41,rivate,125831, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,2051,60,nited-States, <=50K
29,rivate,271328, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Male,4650,0,40,nited-States, <=50K
50,ocal-gov,50459, HS-grad,9, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,42,nited-States, >50K
42,rivate,162140, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,7298,0,45,nited-States, >50K
43,rivate,177937, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Male,0,0,40,, >50K
44,rivate,111502, HS-grad,9, Married-civ-spouse,ales, Wife, White, Female,0,0,40,nited-States, <=50K
20,rivate,299047, Some-college,10, Never-married,ther-service, Not-in-family, White, Female,0,0,20,nited-States, <=50K
31,rivate,223212, HS-grad,9, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,exico, <=50K
65,elf-emp-not-inc,118474, 11th,7, Married-civ-spouse,xec-managerial, Husband, White, Male,9386,0,59,, >50K
23,rivate,352139, Some-college,10, Never-married,ther-service, Not-in-family, White, Female,0,0,24,nited-States, <=50K
55,rivate,173093, Some-college,10, Divorced,dm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40,nited-States, <=50K
