Age,Workclass,Fnlwgt,Education,Education_Num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_Per_Week,Native_Country,Result
21,rivate,294295, HS-grad,9, Never-married,dm-clerical, Unmarried, White, Male,0,0,40,nited-States, <=50K
58,elf-emp-inc,130454, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, >50K
24,ocal-gov,461678, 10th,6, Never-married,ther-service, Not-in-family, White, Male,0,0,40,nited-States, <=50K
26,tate-gov,252284, Some-college,10, Married-civ-spouse,rotective-serv, Husband, White, Male,0,0,40,nited-States, <=50K
26,rivate,256737, 11th,7, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, <=50K
33,ocal-gov,96480, Masters,14, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,ermany, <=50K
25,rivate,234263, Bachelors,13, Never-married,ales, Not-in-family, White, Male,0,0,40,nited-States, <=50K
21,rivate,109952, 10th,6, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,50,nited-States, <=50K
24,rivate,262570, HS-grad,9, Never-married,achine-op-inspct, Not-in-family, White, Male,0,0,40,nited-States, <=50K
39,elf-emp-not-inc,65716, Assoc-acdm,12, Married-civ-spouse,dm-clerical, Wife, White, Female,0,0,40,nited-States, >50K
68,rivate,201732, Some-college,10, Divorced,dm-clerical, Unmarried, White, Female,0,0,40,nited-States, <=50K
66,elf-emp-not-inc,174788, Some-college,10, Never-married,ales, Not-in-family, White, Female,0,0,20,nited-States, <=50K
38,rivate,278924, Bachelors,13, Never-married,arming-fishing, Not-in-family, White, Male,0,0,40,nited-States, <=50K
41,rivate,101593, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, >50K
71,,193863, 7th-8th,4, Widowed,, Other-relative, White, Female,0,0,16,oland, <=50K
37,rivate,342768, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
54,elf-emp-not-inc,242606, Masters,14, Married-civ-spouse,ales, Husband, White, Male,4386,0,45,nited-States, >50K
27,tate-gov,176727, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Male,0,0,40,nited-States, <=50K
49,rivate,99179, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
19,tate-gov,354104, Some-college,10, Never-married,rof-specialty, Own-child, White, Male,0,0,10,nited-States, <=50K
25,rivate,61956, Some-college,10, Never-married,ransport-moving, Not-in-family, White, Male,0,0,50,nited-States, <=50K
47,ederal-gov,137917, Some-college,10, Married-civ-spouse,dm-clerical, Husband, Black, Male,0,0,40,nited-States, >50K
40,rivate,224658, Some-college,10, Married-civ-spouse,ales, Other-relative, White, Male,0,0,40,nited-States, <=50K
38,rivate,51100, Bachelors,13, Divorced,xec-managerial, Not-in-family, White, Male,3325,0,40,nited-States, <=50K
25,rivate,224361, HS-grad,9, Never-married,ther-service, Not-in-family, White, Male,0,0,40,nited-States, <=50K
25,rivate,362912, Some-college,10, Never-married,raft-repair, Own-child, White, Female,0,0,50,nited-States, <=50K
23,rivate,218782, 10th,6, Never-married,andlers-cleaners, Other-relative, Other, Male,0,0,40,nited-States, <=50K
28,rivate,103389, Masters,14, Divorced,ales, Own-child, White, Female,0,0,40,nited-States, <=50K
29,rivate,308944, HS-grad,9, Married-spouse-absent,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
32,rivate,140092, 11th,7, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
34,rivate,202210, HS-grad,9, Never-married,ther-service, Unmarried, Black, Female,0,0,40,nited-States, <=50K
52,rivate,416059, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, Black, Male,0,0,40,nited-States, >50K
33,elf-emp-not-inc,281030, HS-grad,9, Married-civ-spouse,arming-fishing, Husband, White, Male,0,0,94,nited-States, <=50K
19,rivate,169758, Some-college,10, Never-married,ales, Own-child, White, Male,0,0,35,nited-States, <=50K
68,rivate,193666, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, White, Male,20051,0,55,nited-States, >50K
41,rivate,139907, 10th,6, Never-married,andlers-cleaners, Unmarried, White, Male,0,0,50,nited-States, <=50K
18,elf-emp-inc,119422, HS-grad,9, Never-married,ther-service, Unmarried, Asian-Pac-Islander, Female,0,0,30,ndia, <=50K
29,rivate,149324, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,1485,40,nited-States, >50K
40,rivate,259307, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, >50K
51,elf-emp-not-inc,74160, Masters,14, Divorced,rof-specialty, Unmarried, White, Male,0,0,60,nited-States, >50K
49,rivate,134797, Some-college,10, Divorced,dm-clerical, Not-in-family, White, Male,0,0,40,nited-States, <=50K
20,tate-gov,41103, Some-college,10, Never-married,ther-service, Own-child, White, Female,0,0,20,nited-States, <=50K
38,ocal-gov,193026, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,50,nited-States, >50K
57,rivate,303986, 5th-6th,3, Never-married,ther-service, Not-in-family, White, Male,0,0,40,uba, <=50K
35,rivate,126569, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,4064,0,40,nited-States, <=50K
66,rivate,166461, 11th,7, Married-civ-spouse,ales, Husband, White, Male,0,0,26,nited-States, <=50K
27,,61387, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,0,15,nited-States, <=50K
25,rivate,254746, Assoc-voc,11, Never-married,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
77,,28678, Masters,14, Married-civ-spouse,, Husband, White, Male,9386,0,6,nited-States, >50K
19,,180976, 10th,6, Never-married,, Unmarried, White, Female,0,0,35,nited-States, <=50K
70,rivate,282642, HS-grad,9, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,2174,40,nited-States, >50K
59,elf-emp-not-inc,136413, 7th-8th,4, Married-civ-spouse,arming-fishing, Husband, White, Male,0,0,48,nited-States, <=50K
25,rivate,131463, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
44,ocal-gov,177240, Prof-school,15, Never-married,rof-specialty, Not-in-family, White, Male,10520,0,40,nited-States, >50K
37,rivate,218490, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,55,l-Salvador, >50K
75,,260543, 10th,6, Widowed,, Other-relative, Asian-Pac-Islander, Female,0,0,1,hina, <=50K
21,,80680, HS-grad,9, Never-married,, Not-in-family, White, Female,0,0,40,nited-States, <=50K
21,rivate,20728, HS-grad,9, Never-married,ales, Own-child, White, Female,4101,0,40,nited-States, <=50K
47,ederal-gov,117628, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, >50K
20,rivate,91939, HS-grad,9, Never-married,dm-clerical, Not-in-family, Black, Female,0,1721,30,nited-States, <=50K
32,tate-gov,175931, HS-grad,9, Married-civ-spouse,rotective-serv, Husband, White, Male,0,0,40,nited-States, <=50K
28,rivate,309566, HS-grad,9, Never-married,dm-clerical, Unmarried, White, Female,0,0,20,nited-States, <=50K
53,rivate,123703, HS-grad,9, Divorced,ransport-moving, Not-in-family, White, Male,0,0,40,nited-States, <=50K
19,,369678, HS-grad,9, Never-married,, Not-in-family, Other, Male,0,0,30,nited-States, <=50K
58,rivate,29928, Some-college,10, Married-civ-spouse,ales, Wife, White, Female,0,0,36,nited-States, <=50K
22,rivate,167868, HS-grad,9, Never-married,ales, Not-in-family, White, Female,0,0,30,nited-States, <=50K
23,rivate,235894, 11th,7, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,55,nited-States, <=50K
21,rivate,189888, HS-grad,9, Never-married,andlers-cleaners, Not-in-family, White, Male,3325,0,60,nited-States, <=50K
36,rivate,111545, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,70,nited-States, <=50K
39,rivate,175972, Some-college,10, Married-civ-spouse,ther-service, Wife, White, Female,0,0,15,nited-States, <=50K
34,ocal-gov,254270, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
41,ocal-gov,185057, Masters,14, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
72,rivate,157593, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,1455,0,6,nited-States, <=50K
34,rivate,101345, HS-grad,9, Married-civ-spouse,ther-service, Wife, White, Female,0,0,40,nited-States, >50K
51,ocal-gov,176751, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,1902,40,nited-States, >50K
32,elf-emp-not-inc,97723, Assoc-voc,11, Never-married,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
38,rivate,127601, Some-college,10, Widowed,xec-managerial, Not-in-family, White, Female,0,0,40,nited-States, >50K
37,rivate,227597, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
21,,143995, Some-college,10, Never-married,, Own-child, Black, Male,0,0,20,nited-States, <=50K
21,rivate,250051, Some-college,10, Never-married,rof-specialty, Own-child, White, Female,0,0,10,nited-States, <=50K
26,rivate,284078, Some-college,10, Never-married,dm-clerical, Not-in-family, White, Male,0,0,40,nited-States, <=50K
34,rivate,207668, Some-college,10, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,1887,40,nited-States, >50K
18,rivate,163787, Some-college,10, Never-married,ales, Own-child, White, Female,0,0,15,nited-States, <=50K
27,rivate,119170, 11th,7, Never-married,xec-managerial, Unmarried, White, Female,0,0,45,nited-States, <=50K
20,rivate,188612, Some-college,10, Never-married,dm-clerical, Own-child, White, Female,0,0,38,icaragua, <=50K
36,rivate,114605, Assoc-voc,11, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,40,nited-States, >50K
31,,317761, Bachelors,13, Never-married,, Not-in-family, White, Male,0,0,40,nited-States, <=50K
32,rivate,164197, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,60,nited-States, >50K
54,rivate,329266, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,44,nited-States, >50K
34,ocal-gov,207383, Masters,14, Widowed,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
46,rivate,123598, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,48,nited-States, >50K
33,rivate,259931, 11th,7, Separated,achine-op-inspct, Other-relative, White, Male,0,0,30,nited-States, <=50K
32,rivate,134737, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,99999,0,50,nited-States, >50K
42,rivate,106900, Assoc-voc,11, Never-married,ech-support, Not-in-family, White, Male,0,0,40,nited-States, <=50K
30,rivate,87054, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,50,nited-States, <=50K
37,rivate,82622, Some-college,10, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,nited-States, >50K
28,rivate,181659, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
25,rivate,321205, Bachelors,13, Never-married,xec-managerial, Not-in-family, White, Male,4101,0,35,nited-States, <=50K
44,elf-emp-not-inc,231348, Some-college,10, Married-civ-spouse,ther-service, Husband, White, Male,0,0,40,nited-States, >50K
40,rivate,276096, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
36,rivate,290560, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,45,nited-States, <=50K
21,rivate,307315, Some-college,10, Never-married,dm-clerical, Unmarried, White, Male,0,0,40,nited-States, <=50K
39,tate-gov,99156, Doctorate,16, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, >50K
24,rivate,237928, Bachelors,13, Never-married,rof-specialty, Not-in-family, White, Male,0,0,39,nited-States, <=50K
46,rivate,153501, HS-grad,9, Never-married,ransport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40,nited-States, <=50K
47,,149700, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,0,36,nited-States, >50K
47,rivate,189680, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,0,1977,40,nited-States, >50K
35,rivate,374524, Prof-school,15, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,75,nited-States, >50K
60,elf-emp-not-inc,127805, 7th-8th,4, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, >50K
35,rivate,150217, Bachelors,13, Married-civ-spouse,ther-service, Wife, White, Female,0,0,24,oland, <=50K
33,rivate,295649, HS-grad,9, Separated,ther-service, Unmarried, White, Female,0,0,40,hina, <=50K
21,rivate,197182, Assoc-acdm,12, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
37,rivate,241998, Bachelors,13, Married-civ-spouse,ech-support, Husband, White, Male,0,0,50,nited-States, >50K
48,ederal-gov,156410, HS-grad,9, Married-civ-spouse,dm-clerical, Husband, Black, Male,0,0,50,nited-States, >50K
58,rivate,473836, 7th-8th,4, Widowed,arming-fishing, Other-relative, White, Female,0,0,45,uatemala, <=50K
21,rivate,198431, HS-grad,9, Never-married,andlers-cleaners, Not-in-family, White, Female,0,0,40,nited-States, <=50K
22,rivate,113936, HS-grad,9, Never-married,andlers-cleaners, Own-child, White, Male,0,0,40,nited-States, <=50K
22,rivate,318915, HS-grad,9, Never-married,ther-service, Unmarried, White, Female,0,0,40,nited-States, <=50K
28,elf-emp-not-inc,175406, Masters,14, Married-civ-spouse,xec-managerial, Wife, White, Female,0,0,30,nited-States, >50K
33,,193172, Assoc-voc,11, Married-civ-spouse,, Own-child, White, Female,7688,0,50,nited-States, >50K
23,ederal-gov,320294, HS-grad,9, Never-married,rof-specialty, Not-in-family, White, Male,0,0,40,nited-States, <=50K
58,tate-gov,400285, HS-grad,9, Married-civ-spouse,dm-clerical, Husband, Black, Male,0,0,40,nited-States, >50K
24,,283731, Bachelors,13, Never-married,, Own-child, White, Male,0,0,40,nited-States, <=50K
38,ocal-gov,227154, Bachelors,13, Married-civ-spouse,raft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,hilippines, <=50K
49,rivate,298659, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,15,exico, <=50K
47,rivate,212120, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,45,nited-States, >50K
50,rivate,320510, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,1902,40,nited-States, >50K
21,rivate,175800, HS-grad,9, Never-married,rof-specialty, Unmarried, White, Female,0,0,55,nited-States, <=50K
55,rivate,170169, HS-grad,9, Separated,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
47,rivate,344157, 11th,7, Divorced,andlers-cleaners, Not-in-family, White, Male,0,0,40,nited-States, <=50K
19,rivate,199441, HS-grad,9, Never-married,rof-specialty, Not-in-family, White, Female,0,0,40,nited-States, <=50K
47,rivate,225456, HS-grad,9, Never-married,ech-support, Other-relative, White, Male,0,0,50,nited-States, <=50K
36,rivate,61178, 11th,7, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
28,ocal-gov,175262, Assoc-acdm,12, Married-civ-spouse,rotective-serv, Husband, White, Male,0,2002,40,ngland, <=50K
42,rivate,152568, HS-grad,9, Widowed,ales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40,nited-States, <=50K
41,rivate,182108, Masters,14, Never-married,rof-specialty, Not-in-family, White, Female,27828,0,35,nited-States, >50K
46,rivate,273771, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,99999,0,40,nited-States, >50K
32,rivate,208291, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,50,nited-States, <=50K
34,rivate,224358, 10th,6, Never-married,ther-service, Unmarried, Black, Female,0,0,40,nited-States, <=50K
33,rivate,55176, 7th-8th,4, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
60,tate-gov,152711, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
53,rivate,68684, HS-grad,9, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, <=50K
24,rivate,185452, Bachelors,13, Never-married,ech-support, Not-in-family, White, Female,0,0,50,nited-States, <=50K
39,ederal-gov,175232, Some-college,10, Married-civ-spouse,andlers-cleaners, Husband, White, Male,0,1977,60,nited-States, >50K
23,rivate,173851, Some-college,10, Never-married,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
50,rivate,162327, Bachelors,13, Married-civ-spouse,dm-clerical, Husband, White, Male,0,1902,50,, >50K
36,ocal-gov,51424, HS-grad,9, Divorced,dm-clerical, Unmarried, White, Female,0,0,40,nited-States, <=50K
19,rivate,123416, 12th,8, Separated,rof-specialty, Own-child, White, Female,1055,0,40,nited-States, <=50K
26,rivate,262656, HS-grad,9, Never-married,dm-clerical, Own-child, White, Female,0,0,40,nited-States, <=50K
38,rivate,233194, HS-grad,9, Married-civ-spouse,ales, Husband, Black, Male,0,0,40,nited-States, >50K
41,rivate,290660, Bachelors,13, Married-civ-spouse,raft-repair, Husband, White, Male,7688,0,55,nited-States, >50K
22,rivate,151105, Some-college,10, Never-married,ales, Other-relative, White, Female,0,0,18,nited-States, <=50K
38,rivate,179117, Assoc-acdm,12, Never-married,achine-op-inspct, Not-in-family, Black, Female,10520,0,50,nited-States, >50K
72,,33608, Some-college,10, Married-civ-spouse,, Husband, White, Male,9386,0,30,nited-States, >50K
39,rivate,317434, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
35,tate-gov,126569, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,7298,0,40,nited-States, >50K
38,ocal-gov,745768, Some-college,10, Divorced,xec-managerial, Unmarried, Black, Female,0,0,45,nited-States, <=50K
19,rivate,69927, HS-grad,9, Married-civ-spouse,ther-service, Wife, Black, Female,0,0,16,nited-States, <=50K
26,rivate,302603, HS-grad,9, Never-married,ransport-moving, Own-child, White, Male,0,0,45,nited-States, <=50K
52,rivate,46788, Bachelors,13, Divorced,raft-repair, Unmarried, White, Male,0,0,25,nited-States, <=50K
41,rivate,289886, 5th-6th,3, Married-civ-spouse,ther-service, Husband, Other, Male,0,1579,40,icaragua, <=50K
45,rivate,179135, HS-grad,9, Divorced,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
58,ederal-gov,175873, Some-college,10, Married-civ-spouse,dm-clerical, Husband, White, Male,0,0,40,nited-States, >50K
34,rivate,57426, Bachelors,13, Never-married,ales, Not-in-family, White, Male,0,0,45,nited-States, <=50K
36,rivate,312206, HS-grad,9, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,nited-States, <=50K
19,ithout-pay,344858, HS-grad,9, Never-married,arming-fishing, Own-child, White, Male,0,0,20,nited-States, <=50K
26,tate-gov,177035, 11th,7, Divorced,ther-service, Unmarried, White, Female,0,0,40,nited-States, <=50K
60,rivate,88055, 10th,6, Married-civ-spouse,ransport-moving, Husband, White, Male,0,0,40,nited-States, <=50K
35,elf-emp-not-inc,111095, HS-grad,9, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, <=50K
39,rivate,192251, 10th,6, Divorced,ther-service, Not-in-family, White, Female,0,0,60,nited-States, <=50K
27,rivate,29807, HS-grad,9, Separated,andlers-cleaners, Unmarried, White, Female,0,0,40,apan, <=50K
26,ederal-gov,211596, Masters,14, Never-married,rof-specialty, Not-in-family, White, Male,0,0,40,nited-States, <=50K
17,rivate,268276, 12th,8, Never-married,ther-service, Own-child, White, Male,0,0,12,nited-States, <=50K
59,elf-emp-not-inc,181070, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,40,ngland, >50K
53,ocal-gov,20676, HS-grad,9, Married-civ-spouse,xec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48,nited-States, <=50K
35,rivate,115803, 11th,7, Divorced,ransport-moving, Not-in-family, White, Male,0,0,40,nited-States, <=50K
34,ocal-gov,124827, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
36,rivate,95336, HS-grad,9, Married-civ-spouse,ech-support, Husband, White, Male,0,0,45,nited-States, >50K
36,rivate,257942, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,40,nited-States, <=50K
21,rivate,72593, HS-grad,9, Never-married,ther-service, Own-child, White, Male,0,0,40,nited-States, <=50K
29,rivate,147340, Some-college,10, Never-married,ales, Own-child, White, Female,0,0,40,nited-States, <=50K
35,rivate,185325, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, >50K
59,elf-emp-not-inc,357943, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, >50K
22,rivate,215395, Some-college,10, Never-married,ther-service, Not-in-family, White, Male,0,1602,10,nited-States, <=50K
50,ocal-gov,30682, Masters,14, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,50,nited-States, <=50K
24,ederal-gov,29591, Bachelors,13, Never-married,rof-specialty, Not-in-family, Other, Female,0,0,40,nited-States, <=50K
36,rivate,215392, Bachelors,13, Divorced,ech-support, Not-in-family, White, Female,0,0,40,nited-States, <=50K
31,rivate,110554, HS-grad,9, Married-civ-spouse,achine-op-inspct, Wife, White, Female,4386,0,40,nited-States, >50K
42,elf-emp-not-inc,133584, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,l-Salvador, <=50K
38,rivate,210438, 7th-8th,4, Divorced,ales, Unmarried, White, Female,0,0,40,nited-States, <=50K
52,rivate,256916, HS-grad,9, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, <=50K
46,rivate,73541, 10th,6, Divorced,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, <=50K
23,rivate,109952, Some-college,10, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,60,nited-States, <=50K
54,rivate,197975, 5th-6th,3, Married-civ-spouse,ales, Husband, White, Male,0,0,51,nited-States, <=50K
27,rivate,401723, HS-grad,9, Never-married,dm-clerical, Not-in-family, Black, Female,0,0,40,nited-States, <=50K
42,rivate,179524, Bachelors,13, Separated,ther-service, Not-in-family, White, Female,0,0,50,nited-States, <=50K
33,tate-gov,296282, HS-grad,9, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
19,rivate,145844, Assoc-acdm,12, Never-married,xec-managerial, Not-in-family, White, Female,0,0,50,nited-States, <=50K
59,rivate,191965, 11th,7, Married-civ-spouse,ther-service, Wife, White, Female,3908,0,28,nited-States, <=50K
54,rivate,96792, HS-grad,9, Widowed,ther-service, Unmarried, White, Female,0,0,32,nited-States, <=50K
48,rivate,185041, 7th-8th,4, Married-civ-spouse,ransport-moving, Husband, White, Male,0,1672,55,nited-States, <=50K
19,,233779, Some-college,10, Never-married,, Own-child, White, Male,0,0,60,nited-States, <=50K
45,rivate,347834, HS-grad,9, Divorced,dm-clerical, Not-in-family, White, Female,0,0,40,nited-States, <=50K
36,rivate,215373, Bachelors,13, Never-married,xec-managerial, Not-in-family, White, Male,0,0,70,nited-States, <=50K
35,elf-emp-not-inc,169426, Assoc-acdm,12, Married-civ-spouse,raft-repair, Husband, White, Male,0,0,40,nited-States, <=50K
47,rivate,202856, Some-college,10, Divorced,dm-clerical, Not-in-family, White, Female,0,0,36,nited-States, <=50K
33,rivate,50276, Bachelors,13, Never-married,xec-managerial, Not-in-family, White, Male,0,0,40,nited-States, <=50K
48,elf-emp-not-inc,187454, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
42,rivate,126098, HS-grad,9, Separated,raft-repair, Unmarried, Black, Female,0,0,40,nited-States, <=50K
19,rivate,250639, Some-college,10, Never-married,ther-service, Own-child, White, Male,0,0,24,nited-States, <=50K
64,elf-emp-inc,195366, Bachelors,13, Married-civ-spouse,rof-specialty, Husband, White, Male,0,0,40,nited-States, <=50K
51,elf-emp-not-inc,186845, Bachelors,13, Married-civ-spouse,arming-fishing, Husband, White, Male,0,0,8,nited-States, <=50K
20,ederal-gov,119156, HS-grad,9, Never-married,dm-clerical, Other-relative, White, Male,0,0,20,nited-States, <=50K
28,rivate,162343, HS-grad,9, Never-married,ther-service, Not-in-family, White, Male,0,0,40,uerto-Rico, <=50K
52,rivate,108435, Masters,14, Married-civ-spouse,xec-managerial, Husband, White, Male,0,1902,50,reece, >50K
29,elf-emp-not-inc,394927, Some-college,10, Never-married,raft-repair, Not-in-family, White, Male,0,0,45,nited-States, <=50K
51,rivate,172281, Bachelors,13, Separated,ales, Not-in-family, White, Male,0,0,40,nited-States, <=50K
36,rivate,370767, HS-grad,9, Married-civ-spouse,rof-specialty, Husband, White, Male,0,2377,60,nited-States, <=50K
43,rivate,352005, Bachelors,13, Married-civ-spouse,ales, Husband, White, Male,15024,0,45,nited-States, >50K
52,rivate,165681, Some-college,10, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,40,nited-States, <=50K
50,rivate,258819, HS-grad,9, Divorced,raft-repair, Not-in-family, White, Male,0,0,40,nited-States, >50K
25,rivate,130793, Some-college,10, Divorced,ther-service, Not-in-family, White, Male,0,0,30,nited-States, <=50K
36,rivate,118909, Assoc-acdm,12, Never-married,dm-clerical, Unmarried, Black, Female,0,0,40,amaica, <=50K
44,rivate,202466, Some-college,10, Married-civ-spouse,xec-managerial, Wife, White, Female,0,0,60,nited-States, <=50K
47,rivate,161558, 10th,6, Married-spouse-absent,ransport-moving, Not-in-family, Black, Male,0,0,45,nited-States, <=50K
32,rivate,188246, HS-grad,9, Divorced,raft-repair, Own-child, White, Male,0,0,40,nited-States, <=50K
37,rivate,160120, Masters,14, Never-married,rof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40,outh, <=50K
40,rivate,144594, HS-grad,9, Married-civ-spouse,dm-clerical, Husband, White, Male,2829,0,40,nited-States, <=50K
34,elf-emp-not-inc,123429, HS-grad,9, Married-civ-spouse,ales, Husband, White, Male,0,0,60,nited-States, <=50K
35,elf-emp-inc,340110, Some-college,10, Married-civ-spouse,ales, Husband, White, Male,0,0,50,nited-States, >50K
26,rivate,523067, Some-college,10, Never-married,rof-specialty, Own-child, White, Male,0,0,3,l-Salvador, <=50K
49,elf-emp-not-inc,113513, Bachelors,13, Married-civ-spouse,arming-fishing, Husband, White, Male,0,0,50,nited-States, <=50K
63,,186809, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,0,30,nited-States, >50K
46,elf-emp-not-inc,320421, Bachelors,13, Married-spouse-absent,rof-specialty, Not-in-family, White, Male,0,0,25,nited-States, <=50K
31,ocal-gov,295589, Some-college,10, Never-married,dm-clerical, Own-child, Black, Male,0,0,40,nited-States, <=50K
22,rivate,370548, Assoc-voc,11, Never-married,raft-repair, Not-in-family, White, Male,0,0,30,nited-States, <=50K
20,rivate,120572, Some-college,10, Never-married,ther-service, Not-in-family, White, Female,0,0,12,nited-States, <=50K
52,rivate,110977, Doctorate,16, Never-married,xec-managerial, Not-in-family, White, Male,0,0,40,nited-States, >50K
26,rivate,55860, Some-college,10, Never-married,dm-clerical, Not-in-family, Black, Female,0,0,40,nited-States, <=50K
34,rivate,158800, Bachelors,13, Married-civ-spouse,xec-managerial, Husband, White, Male,0,0,50,nited-States, >50K
31,rivate,131568, 9th,5, Never-married,achine-op-inspct, Not-in-family, White, Male,0,0,40,nited-States, <=50K
46,rivate,173613, HS-grad,9, Divorced,ales, Unmarried, White, Female,0,0,30,nited-States, <=50K
22,rivate,216867, 7th-8th,4, Married-civ-spouse,achine-op-inspct, Husband, White, Male,0,0,40,exico, <=50K
